0,1.0,1.0,0.97942534
1,1.0,1.0,0.950391536
2,1.0,1.0,0.171555611
3,1.0,1.0,0.804896784
4,1.0,1.0,0.735984877
5,1.0,1.0,0.962024011
6,1.0,1.0,0.961721824
7,1.0,1.0,0.088812113
8,1.0,1.0,0.98144043
9,1.0,1.0,0.991080412
10,1.0,1.0,0.985654503
11,1.0,1.0,0.972690153
12,1.0,1.0,0.028693194
13,1.0,1.0,0.728459956
14,1.0,1.0,0.977374683
15,1.0,1.0,0.695747797
16,1.0,1.0,0.897717426
17,1.0,1.0,0.988299768
18,1.0,1.0,0.991922232
19,1.0,1.0,0.945453792
20,1.0,1.0,0.990298765
21,1.0,1.0,0.979977884
22,1.0,1.0,0.110325596
23,1.0,1.0,0.967240113
24,1.0,1.0,0.71861676
25,1.0,1.0,0.939848869
26,1.0,1.0,0.979486628
27,1.0,1.0,0.992630655
28,1.0,1.0,0.851127919
29,1.0,1.0,0.983701586
30,1.0,1.0,0.937429916
31,1.0,1.0,0.968103261
32,1.0,1.0,0.841539965
33,1.0,1.0,0.366253954
34,1.0,1.0,0.618585788
35,1.0,1.0,0.771202544
36,1.0,1.0,0.98423272
37,1.0,1.0,0.092912661
38,1.0,1.0,0.0
39,1.0,1.0,0.432877425
40,1.0,1.0,0.934068281
41,1.0,1.0,0.966364675
42,1.0,1.0,0.72285429
43,1.0,1.0,0.691462854
44,1.0,1.0,0.9673134
45,1.0,1.0,0.387963246
46,1.0,1.0,0.36841265
47,1.0,1.0,0.818830538
48,1.0,1.0,0.464066796
49,1.0,1.0,0.569599174
50,1.0,1.0,0.757699622
51,1.0,1.0,0.647153852
52,1.0,1.0,0.954721535
53,1.0,1.0,0.897649399
54,1.0,1.0,0.785090079
55,1.0,1.0,0.535356708
56,1.0,1.0,0.701188654
57,1.0,1.0,0.981351256
58,1.0,1.0,0.979002896
59,1.0,1.0,0.982334984
60,1.0,1.0,0.765657513
61,1.0,1.0,0.980799801
62,1.0,1.0,0.096042136
63,1.0,1.0,0.955101823
64,1.0,1.0,0.983934468
65,1.0,1.0,0.980836584
66,1.0,1.0,0.987829578
67,1.0,1.0,0.841444203
68,1.0,1.0,0.577698285
69,1.0,1.0,0.491731202
70,1.0,1.0,0.06511675
71,1.0,1.0,0.794236279
72,1.0,1.0,0.971532088
73,1.0,1.0,0.35568507
74,1.0,1.0,0.814319229
75,1.0,1.0,0.975955957
76,1.0,1.0,0.801920258
77,1.0,1.0,0.966041129
78,1.0,1.0,0.904909415
79,1.0,1.0,0.5782263
80,1.0,1.0,0.906583526
81,1.0,1.0,0.0
